__FALSE__2 , 	If theres a government shutdown, people dont get their Social Security checks.	federal-budget,social-security	barack-obama	President	Illinois	democrat	a press conference
__half-true_3 , 	Obamas approval numbers are in the low 40s.	pundits,abc-news-week	matthew-dowd	Commentator	Texas	independent	a roundtable discussion on ABC's "This Week with Christiane Amanpour''
__half-true_3 , 	Barack Obama will somehow manage to add more than $8 trillion to the national debt, which is more debt than the 43 presidents who held office before him compiled together.	debt,deficit,federal-budget	jeb-bush		Florida	republican	a column posted on Medium.com
__half-true_3 , 	Democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.	health-care	roy-blunt	Senator	Missouri	republican	a news release
__half-true_3 , 	The richest 400 taxpayers are taxed at a lower rate than a $29,000-a-year worker	income,taxes	sheldon-whitehouse	U.S. Senator	Rhode Island	democrat	a speech 
__half-true_3 , 	Our trade with Mexico is $720 million a day; thats our No. 1 trading partner.	economy,foreign-policy,trade	leticia-van-de-putte	Pharmacist	Texas	democrat	an interview
__half-true_3 , 	The Arizona law basically parrots the federal immigration law.	immigration	tom-ganley	Businessman	Ohio	republican	a statement posted to his website
__half-true_3 , 	H.B. 194, the Voter Suppression Bill, invalidates a vote where a voter properly marks the ballot in support of a particular candidate, but also writes in the name of that same candidate.	elections	marcia-fudge	Representative from Ohio's 11th Congressional District	Ohio	democrat	an e-mail to Democratic supporters
__half-true_3 , 	Says Rick Scotts per-pupil education spending is about $200 less than what it was under Charlie Crist during the recession.	education,state-budget	charlie-crist		Florida	democrat	a "Tampa Bay Times" editorial board interview
__half-true_3 , 	The (Florida) casino proposed by Malaysian gambling conglomerate Genting would be nearly double the size of the largest casino in the world.	gambling	no-casinos		Florida	none	a statement on their website
__half-true_3 , 	In 2013 we had the largest, the best, private sector job growth weve had in this state since the 1990s.	economy,jobs	scott-walker	Milwaukee County Executive	Wisconsin	republican	a radio interview
__half-true_3 , 	We Really Do Have the Highest Corporate Tax Rate in the World.	taxes	tax-foundation			none	a press release
__half-true_3 , 	Household incomes are down more than $4,000 since the year 2000.	economy,income	donald-trump	President-Elect	New York	republican	his acceptance speech at the Republican Natiional Convention in Cleveland
__half-true_3 , 	The proposed excise tax on "Cadillac" health plans will hit "those making less than $200,000" the hardest.	health-care,taxes	sarah-palin		Alaska	republican	a note on Facebook
__half-true_3 , 	Says Donald Trump has bankrupted his companies not once, not twice but four times.	candidates-biography	hillary-clinton	Presidential candidate	New York	democrat	a speech on the economy
__pants-fire__1 , 	When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws, Gov. Scott Walker nodded yes.	campaign-finance,legal-issues,campaign-advertising	state-democratic-party-wisconsin		Wisconsin	democrat	a web video
__pants-fire__1 , 	Denali is the Kenyan word for black power.	environment	viral-image			none	an image shared on Facebook
__pants-fire__1 , 	Unfortunately we have documented instances where people defecated in the (Statehouse) building.	labor,state-budget	tom-niehaus	President of the Ohio Senate	Ohio	republican	interviews with reporters
__pants-fire__1 , 	The number of illegal immigrants could be 3 million. It could be 30 million.	immigration	donald-trump	President-Elect	New York	republican	a speech in Phoenix, Ariz.
__pants-fire__1 , 	Says he won the second debate with Hillary Clinton in a landslide in every poll.	debates,elections,polls	donald-trump	President-Elect	New York	republican	a tweet
__pants-fire__1 , 	ACORN will be a paid partner with the Census Bureau and they will be in charge of going door-to-door and collecting data from the American public.	census	michele-bachmann	Congresswoman	Minnesota	republican	an interview with the Washington Times.
__pants-fire__1 , 	Sixty percent of the Hispanics support the Arizona immigration law	immigration	russell-pearce		Arizona	republican	a CNN interview
__pants-fire__1 , 	Rebuilding three high schools will benefit 40 percent of Portland Public School students.	education	carole-smith	Portland schools superintendent	Oregon	none	a press briefing
__pants-fire__1 , 	President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a $1.2 trillion stimulus bill.	stimulus	george-allen	consultant	Virginia	republican	
__pants-fire__1 , 	Says people in Africa literally walk two and three hundred miles in order to vote.	elections	mike-bennett	State Senator	Florida	republican	comments made on the Senate floor.
__pants-fire__1 , 	Says Donald Trump said of women, And you can tell them to go f--- themselves.	women	priorities-usa-action			democrat	a television ad
__pants-fire__1 , 	The Taliban has been there for years and years, I mean, hundreds of thousands of years.	afghanistan,terrorism	kendrick-meek		Florida	democrat	a debate
__pants-fire__1 , 	(Barack Obama) says hes going to reduce the long-term debt and deficit by $4 trillion, doesnt say how hes going to do it.	debt,deficit	chris-christie	Governor of New Jersey	New Jersey	republican	an interview on NBCs Meet The Press
__pants-fire__1 , 	President Obama has the lowest public approval ratings of any president in modern times.	history,polls	michele-bachmann	Congresswoman	Minnesota	republican	a Republican presidential debate in Orlando
__pants-fire__1 , 	John Holdren, director of the White House Office of Science and Technology Policy, has proposed forcing abortions and putting sterilants in the drinking water to control population.	abortion,pundits	glenn-beck			none	his TV program
__pants-fire__1 , 	Says state Sen. Sheila Harsdorf wants to eliminate Medicare as we know it.	medicare,retirement	shelly-moore	Teacher	Wisconsin	democrat	a campaign flier
__pants-fire__1 , 	Says President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more.	guns	chain-email			none	a chain email
__pants-fire__1 , 	NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.	climate-change,environment	steve-doocy	Co-host of Fox New Channel's "Fox and Friends"	New York	journalist	a broadcast of "Fox and Friends."
__pants-fire__1 , 	This would be the largest casino in the United States.	gambling	its-still-bad-idea		Oregon	organization	a campaign press event
__pants-fire__1 , 	Says Rick Perry recently said he wanted another (Texas) business tax.	state-budget,taxes	kathie-glass	lawyer	Texas	libertarian	a debate.
__pants-fire__1 , 	Wisconsin dropped from second in the country to 41st among states where more than half the students took the ACT exam.	children,education,state-budget,states	state-democratic-party-wisconsin		Wisconsin	democrat	a news release
__pants-fire__1 , 	Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.	health-care,medicare	chain-email			none	a chain email
__pants-fire__1 , 	Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.	environment,jobs	scott-suder	state Assembly majority leader	Wisconsin	republican	a news release
__pants-fire__1 , 	If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.	health-care,retirement	association-mature-american-citizens		Washington, D.C. 	organization	a direct mail letter
__pants-fire__1 , 	Federal health care reforms amounted to the government takeover of health care.	health-care	tommy-thompson		Wisconsin	republican	a television ad
__pants-fire__1 , 	Mitch McConnell voted with Harry Reid to infringe on our gun rights.	congress,guns	matt-bevin	Investment manager	Kentucky	republican	a television ad
__pants-fire__1 , 	The Cleveland police has issued a stand down order to officers.	public-safety	mike-cernovich	blogger	California	none	his blog
__pants-fire__1 , 	Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.	campaign-finance	democratic-congressional-campaign-committee			democrat	a news release
__pants-fire__1 , 	The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.	afghanistan,immigration,terrorism	rick-perry	Governor	Texas	republican	comments on CNN's "State of the Union"
__pants-fire__1 , 	Says Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.	foreign-policy	ben-carson			republican	a GOP debate on CBS
__pants-fire__1 , 	A bill by Earl Blumenauer would mandate GPS tracking devices on all our vehicles.	privacy,transportation	delia-lopez	Real estate investor	Oregon	republican	a statement on campaign website
__pants-fire__1 , 	A picture shows former President Bill Clinton naked with another woman.	fake-news	political-insider			none	a post on their website
__pants-fire__1 , 	Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.	elections,energy	troy-fraser	Businessman, investor	Texas	republican	a Texas Senate committee hearing.
__pants-fire__1 , 	In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.	elections	viral-image			none	a viral image
__pants-fire__1 , 	Im not a conspiracy theorist and I never allow conspiracy theorists on my program.	pundits	peter-lavelle	Crosstalk host on RT		journalist	a segment on RT's "CrossTalk"
__pants-fire__1 , 	U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration "because he is afraid that someone will get hurt trying to go around the fence."	homeland-security,human-rights,immigration	michael-j-gardiner	Lawyer	Rhode Island	republican	a posting on his website
__pants-fire__1 , 	Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.	elections,taxes	chain-email			none	a chain email forwarded by an Austin American-Statesman reader.
__pants-fire__1 , 	The government is trying to now close the Lincoln Memorial for any kind of large gatherings.	civil-rights,pundits	glenn-beck			none	comments on his radio program
__pants-fire__1 , 	Says One of the states largest governments made charging this tax one of their top priorities just this year.	message-machine-2012,taxes	Yes-on-79		Oregon	none	a state voters' pamphlet argument
__pants-fire__1 , 	The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.	china,trade	donald-trump	President-Elect	New York	republican	the fourth GOP primary debate.
__pants-fire__1 , 	Says Larry Taylor gave in-state tuition to illegal immigrants.	education,immigration	conservative-voters-texas-pac			none	whylarrywhy.com
__pants-fire__1 , 	About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.	candidates-biography	allen-west	U.S. representative, Florida District 22	Florida	republican	a town hall meeting in Jensen Beach, Fla.
__pants-fire__1 , 	Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.	religion,transparency	juda-engelmayer	New York publicist	Georgia	none	interviews
__pants-fire__1 , 	Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.	ethics,foreign-policy	facebook-posts	Social media posting		none	posts on Facebook
__pants-fire__1 , 	Youve been tremendously deceived by people who say the Earth is not flat.	corrections-and-updates,science,space	bob	Hip hop artist		none	in a Jan. 25 tweet
__pants-fire__1 , 	Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.	state-finances,taxes	brian-wilson	Self-employed financial consultant	Oregon	none	a campaign email
__pants-fire__1 , 	Says the word Dhimmitude is on page 107 of the health care law and means Muslims are specifically exempted from the government mandate to purchase insurance.	health-care,religion	chain-email			none	a chain email
__pants-fire__1 , 	Justice John Roberts Signed Off On Obamas Arrest For Treason.	criminal-justice,legal-issues	blog-posting			none	various posts on the Internet
__pants-fire__1 , 	Says the states Medicaid waiver proposal has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.	health-care,state-budget,states	rick-perry	Governor	Texas	republican	an interview
__pants-fire__1 , 	According to recent reports, a group of death panels organized under Obamacare ordered their first execution.	health-care	americannewscom			none	an article
__pants-fire__1 , 	Says the former president of the Czech Republic said the American people were a confederacy of fools for electing Barack Obama.	foreign-policy	chain-email			none	a chain email
__pants-fire__1 , 	Its possible that non-citizen voters were responsible for Obamas 2008 victory in North Carolina.	crime,elections,immigration,states	donald-trump	President-Elect	New York	republican	a speech in Green Bay, Wisconsin
__pants-fire__1 , 	The Democratic health care plan is a "government takeover of our health programs."	health-care	cw-bill-young	U.S. Representative, Florida District 10	Florida	republican	a speech to Pinellas County Republicans.
__pants-fire__1 , 	Under Scott Walker, Wisconsin unemployments up from 4.8% to 6.2%	corporations,economy,job-accomplishments,jobs	mary-burke	Madison school board member	Wisconsin	democrat	a TV ad
__pants-fire__1 , 	Says Target installed urinals in a womens bathroom to accommodate the ones who have giblets.	civil-rights	facebook-posts	Social media posting		none	a Facebook post
__pants-fire__1 , 	An anonymous e-mail says that Hillary Clinton advocates communism.	economy	chain-email			none	
__pants-fire__1 , 	Bernie Sanderss plan is to raise your taxes to 90 percent.	taxes	chris-christie	Governor of New Jersey	New Jersey	republican	a Republican presidential debate in Boulder, Colo.
__pants-fire__1 , 	Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent	public-health	my-city-bikes			none	news release
__pants-fire__1 , 	Portland Schools spend $500K to deem PBJ sandwiches racist.	diversity,education	education-action-group		Michigan	organization	an online post
__pants-fire__1 , 	Says he cured Charlie Sheen and the island of Comoros of HIV with milk from goats, which had arthritis.	health-care,public-health,science	samir-chachoua			newsmaker	comments on "Real Time with Bill Maher"
__pants-fire__1 , 	Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ride-hailing service.	crime,transportation	ellen-troxclair	District 8 member, Austin City Council	Texas	none	a voter forum hosted by the League of Women Voters of the Austin Area
__pants-fire__1 , 	Congressman McCollum voted to dismantle Social Security.	social-security	florida-democratic-party		Florida	democrat	a press release
__pants-fire__1 , 	I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.	income,taxes	hillary-clinton	Presidential candidate	New York	democrat	a campaign rally in Cleveland
__pants-fire__1 , 	Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!	environment,guns	chain-email			none	a chain email
__pants-fire__1 , 	If President Obama signs the Copenhagen climate change treaty, he "will sign your freedom, your democracy, and your prosperity away forever and neither you nor any subsequent government you may elect would have any power whatsoever to take it back again."	environment,foreign-policy,legal-issues	christopher-monckton	conservative activist and member of the British nobility	United Kingdom	none	a speech in St. Paul, Minn.
__pants-fire__1 , 	Two years ago, the longest serving leader of the California republic, Jerry Brown, boldly declared in China that California is a separate nation.	elections	louis-marinelli		California	independent	a speech in Moscow
__pants-fire__1 , 	How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?	congress,states	reader-email			none	a Tweet to PolitiFact Georgia
__pants-fire__1 , 	I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.	terrorism	donald-trump	President-Elect	New York	republican	comments during a speech
__pants-fire__1 , 	Says Bill White is refusing to debate.	elections	rick-perry	Governor	Texas	republican	a press release
__pants-fire__1 , 	Elena Kagan is a New York City radical, Marxist lawyer through and through.	kagan-nomination,pundits,supreme-court	michael-savage			none	his website
__pants-fire__1 , 	Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.	elections	committee-restore-americas-greatness	Super PAC	California	republican	a web post
__pants-fire__1 , 	Says that when Michelle Fields found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.	legal-issues	donald-trump	President-Elect	New York	republican	a CNN town hall
__pants-fire__1 , 	Says McCain "voted to let governments charge rape victims" for forensic exams.	legal-issues	planned-parenthood			none	a TV ad.
__pants-fire__1 , 	No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.	health-care,taxes	chain-email			none	a chain email
__pants-fire__1 , 	I never considered myself a maverick.	candidates-biography	john-mccain	U.S. senator	Arizona	republican	a comment on Newsweek magazine's Web site 
__pants-fire__1 , 	While Americans pray for Paris, the government has acted on mandatory national vaccinations.	congress,public-health,terrorism	viral-image			none	a viral meme on social media
__pants-fire__1 , 	The non-profit groupFeeding America is lying when it claimsthat one in five kids is fighting starvation daily in the United States.	children,hunger,poverty	william-benson-huber			tea-party-member	an op-ed in the "New York Post"
__pants-fire__1 , 	Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.	immigration	jd-hayworth		Arizona	republican	an interview on the Fox Business Network
__pants-fire__1 , 	Michelle Obama ordered $400 worth of lobster and caviar at a New York hotel.	candidates-biography	chain-email			none	a chain e-mail
__pants-fire__1 , 	President Obama "doesn't ... want to admit we're at war."	terrorism	dick-cheney			republican	a statement to Politico.
__pants-fire__1 , 	Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.	guns	loretta-sanchez	member of Congress	California	democrat	a Capital Public Radio interview
__pants-fire__1 , 	Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.	energy,foreign-policy,new-hampshire-2012	rick-perry	Governor	Texas	republican	a speech at a house party in New Hampshire.
__pants-fire__1 , 	One. Thats the number of new drilling permits under the Obama administration since they came into office.	energy,oil-spill	michele-bachmann	Congresswoman	Minnesota	republican	a speech at the Conservative Principles PAC Conference
__pants-fire__1 , 	We just had someone last week in Neenah near a school kill someone with a bow and arrow.	guns	scott-walker	Milwaukee County Executive	Wisconsin	republican	a news conference
__pants-fire__1 , 	Says Hillary Clinton shows up in Broward County and had a private meeting with elections supervisor Brenda Snipes.	elections	roger-stone	political consultant	Florida	libertarian	an interview on Alex Jones' radio show
__pants-fire__1 , 	The Massachusetts health care plan dealt with 8 percent of our population, far less than the 100 percent of American people affected by President Barack Obamas health care law.	health-care	mitt-romney	Former governor	Massachusetts	republican	a Republican candidates' forum in South Carolina
__pants-fire__1 , 	Says Charlie Crists campaign bashedSen. Bill Nelsons big-government solutions.	elections	msnbc			none	a graphic during "The Daily Rundown"
__pants-fire__1 , 	There was serious voter fraud in New Hampshire.	elections,government-regulation,voting-record	donald-trump	President-Elect	New York	republican	a tweet
__pants-fire__1 , 	Says the media created the term polar vortex and the cold air proves the ice isnt melting.	climate-change,weather	rush-limbaugh	Radio host		none	comments on his radio show
__pants-fire__1 , 	Warren Buffett recently said Scrap Obamacare and Start All Over.	health-care,pundits	blog-posting			none	posts on the Internet
__pants-fire__1 , 	Of every three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor.	federal-budget,poverty	michele-bachmann	Congresswoman	Minnesota	republican	a speech at the conservative CPAC conference
__pants-fire__1 , 	Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.	health-care	newt-gingrich	Co-host on CNN's "Crossfire"	Georgia	republican	a Republican presidential debate
__pants-fire__1 , 	Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.	abortion,candidates-biography,message-machine	rick-scott	Governor	Florida	republican	a campaign mail piece.
__pants-fire__1 , 	Cap and trade legislation that Zack Space supported would cost the average household approximately $1,761 per year in increased energy rates.	cap-and-trade,climate-change	bob-gibbs	Representative from Ohio's 18th Congressional District	Ohio	republican	an issue statement posted to his website
__pants-fire__1 , 	Says Texas legislators in 2011 increased state spending on education.	education,state-budget	myra-crownover		Texas	republican	her campaign website.
__pants-fire__1 , 	Says U.S. Rep. Sean Duffy is among seven Tea Party freshmen who spent an average of $15,000 on cars for themselves.	congress,congressional-rules,government-efficiency,transportation	scott-keyes			none	a blog post
__pants-fire__1 , 	They talk about this problem with binding arbitration. It doesnt make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then theyre on the plane back to Los Angeles.	elections,government-efficiency,labor,unions	john-kasich	Governor of Ohio as of Jan. 10, 2011	Ohio	republican	a campaign speech
__pants-fire__1 , 	Says Hillary Clinton wrote,I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.	candidates-biography,children	james-woods	Actor		none	a tweet
__pants-fire__1 , 	In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers expense, holding press conferences, delivering $2,325,000 in checks.	elections,ethics,job-accomplishments,state-budget	bill-white	Former mayor of Houston	Texas	democrat	a Facebook post
__pants-fire__1 , 	Mary Landrieu voted to take away your gun rights.	guns,supreme-court	national-rifle-association			none	a campaign ad
__pants-fire__1 , 	Appalachian Power Company is making record profits.	energy,market-regulation	ward-armstrong	Minority leader, House of Delegates	Virginia	democrat	in TV ads.
__pants-fire__1 , 	According to The Book of Revelations the anti-christ ... will be a man, in his 40s, of MUSLIM descent ... is it OBAMA??	obama-birth-certificate,religion	chain-email			none	a chain e-mail
__pants-fire__1 , 	The Free Flow of Information Act of 2009 would guarantee Barack Obama will never be held accountable for producing forged birth documents.	candidates-biography,obama-birth-certificate	chain-email			none	an e-mail received by many people.
__pants-fire__1 , 	Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.	economy,health-care,stimulus	mike-prendergast		Florida	republican	a campaign mailer
__pants-fire__1 , 	Says PolitiFact says Amendment 4 will force counties and cities across Florida to raise taxes and fees.	florida-amendments	citizens-lower-taxes-and-stronger-economy		Florida	none	a newspaper ad.
__pants-fire__1 , 	Says U.S. Rep. Steve Southerland voted himself health care for life.	elections,health-care	democratic-congressional-campaign-committee			democrat	a campaign commercial
__pants-fire__1 , 	Oregon Rep. Tina Kotek, D-Portland, has never held a job nor run a business	job-accomplishments	bill-post	Radio talk show host	Oregon	republican	a tweet by Post
__pants-fire__1 , 	I finished the controversyabout wherePresident Barack Obama was born.	obama-birth-certificate	donald-trump	President-Elect	New York	republican	in a speech
__pants-fire__1 , 	Far more children died last year drowning in their bathtubs than were killed accidentally by guns.	guns	tucker-carlson	Editor, Daily Caller		none	a broadcast of "Fox and Friends Weekend."
__pants-fire__1 , 	House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.	congressional-rules	jim-moran	U. S. Congressman	Virginia	democrat	a speech.
__pants-fire__1 , 	Americas gun-related homicide rate would be about the same as Belgiums if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S.	crime,guns,pundits	mike-huckabee	author	Arkansas	republican	a Facebook post
__pants-fire__1 , 	Says Texas retained the right to have a navy when it joined the United States.	history,military,states	chain-email			none	an email
__pants-fire__1 , 	Says Ted Cruz said: While there may have been an age difference, Josh Duggars transgressions are far less an affront to God than what gays do to each other.	gays-and-lesbians,marriage	facebook-posts	Social media posting		none	a meme on a Facebook page
__pants-fire__1 , 	The WIC program is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet.	children,federal-budget,health-care,hunger,poverty,taxes,women	david-cicilline	mayor of Providence	Rhode Island	democrat	a speech on the floor of the House of Representatives
__pants-fire__1 , 	Says Barack Obama counted on Sandy Adams to approve stimulus spending.	message-machine-2012,stimulus,voting-record	john-mica	U.S. Representative	Florida	republican	a mailer
__pants-fire__1 , 	Documents released by Edward Snowden reveal that American, Britishand Israeli intelligence agencies worked together to create the Islamic State.	foreign-policy,iraq,israel,military	blog-posting			none	stories
__pants-fire__1 , 	You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job.	economy,stimulus	michael-steele	chairman of the Republican National Committee	Maryland	republican	a speech to House Republicans
__pants-fire__1 , 	Pres. Obamas finance team is recommending a . . . 1% tax on all transactions at any financial institution.	deficit,economy,taxes	chain-email			none	a message via the Internet
__pants-fire__1 , 	Obama Announces Plans For A Third Term Presidential Run	legal-issues	chain-email			none	a chain email
__pants-fire__1 , 	A hidden provision in the health care law taxes sporting goods as medical devices.	health-care	chain-email			none	an email
__pants-fire__1 , 	Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials	state-budget	charlie-sykes	Talk show host for WTMJ-AM in Milwaukee	Wisconsin	talk-show-host	a comment made during his radio show
__pants-fire__1 , 	Says Marilinda Garcia supports $150 billion in new taxes.	economy,taxes	gary-lambert	Lawyer	New Hampshire	republican	a campaign mailer
__pants-fire__1 , 	U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress.	candidates-biography	sovereign-citizens-united			organization	a web post
__pants-fire__1 , 	Says our taxes have doubled with Rick Perry in office.	taxes	ron-paul	U.S. representative	Texas	republican	a Republican presidential debate in Tampa, Florida.
__pants-fire__1 , 	Rhode Island: 3% bigger at low tide.	tourism	hilary-treadwell	artist		none	an interview
__pants-fire__1 , 	Honduras bans citizens from owning guns and has the highest homicide rate in the entire world. Switzerland, with a similar population, requires citizens to own guns and has the lowest homicide rate in the entire world.	crime	viral-image			none	a viral Internet post
__pants-fire__1 , 	The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.	terrorism	ted-cruz	Senator	Texas	republican	a campaign email
__pants-fire__1 , 	Says I was the first governor in America to endorse Mitt Romney.	candidates-biography,elections	chris-christie	Governor of New Jersey	New Jersey	republican	a press conference 
__pants-fire__1 , 	Im beating (Kelly Ayotte) in the polls by a lot.	polls	donald-trump	President-Elect	New York	republican	an interview with the Washington Post
__pants-fire__1 , 	If Cory Gardner gets his way, youd better stock up on condoms.	abortion	naral-pro-choice		Washington, D.C.	organization	a television ad
__pants-fire__1 , 	Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.	government-efficiency,state-budget	jeff-kruse	state senator	Oregon	republican	a newsletter.
__pants-fire__1 , 	Accuses Ed FitzGerald of pay-to-play and corruption politics.	candidates-biography,criminal-justice,ethics	republican-governors-association		Washington, D.C.	republican	a news release reacting to FitzGerald's run for governor
__pants-fire__1 , 	Everyone on Californias roads is properly licensed, tested and insured.	public-safety,transportation	luis-alejo	Assemblyman	California	democrat	a press release
__pants-fire__1 , 	Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.	medicare	pat-kreitlow			democrat	a news release
__pants-fire__1 , 	The immigration bill includes free Obamacars, motorcycles or scooters.	immigration,transportation,welfare	blog-posting			none	a blog post on Breitbart
__pants-fire__1 , 	Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.	taxes	cynthia-lummis	U.S. Representative		republican	a news conference.
__pants-fire__1 , 	I have always said that I would be for drilling.	candidates-biography,climate-change,energy	connie-mack	U.S. representative from Fort Myers	Florida	republican	an event to promote the Keystone XL pipeline
__pants-fire__1 , 	If you care about the environment, weve got record funding.	environment	rick-scott	Governor	Florida	republican	a speech at his economic summit for presidential candidates
__pants-fire__1 , 	Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.	taxes	lou-greenwald	State Assemblyman	New Jersey	democrat	an interview on 6abcs Inside Story
__pants-fire__1 , 	SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.	agriculture,congress,voting-record,welfare	tom-cotton	U.S. House of Representatives	Arkansas	republican	a campaign ad
__pants-fire__1 , 	There are over 200 documented cases where (Obama) has lied.	ethics	wayne-rogers			none	a broadcast of "Cashin' In" on Fox News
__pants-fire__1 , 	Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.	elections	democratic-governors-association			democrat	an online ad
__pants-fire__1 , 	Says the new health care law delivers a $13 billion tax increase on families with special needs.	health-care	john-carter	U.S. House of Representatives	Texas	republican	a Twitter message
__pants-fire__1 , 	Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is.	economy,religion	woody-degan	Airport owner	Tennessee	republican	in an interview with The Commercial Appeal.
__pants-fire__1 , 	The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.	foreign-policy,history,military	saxby-chambliss	U.S. Senator	Georgia	republican	an interview on CNN's "The Situation Room"
__pants-fire__1 , 	Obama "suggested bombing Pakistan."	foreign-policy	john-mccain	U.S. senator	Arizona	republican	a media availability in Columbus, Ohio.
__pants-fire__1 , 	Ninety-four percent of small businesses will face higher taxes under the Democrats plan.	economy,federal-budget,taxes	randy-neugebauer	member of Congress	Texas	republican	a Townhall.com guest blog post
__pants-fire__1 , 	In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.	elections	we-people-petition		Ohio	none	a petition on the White House website
__pants-fire__1 , 	Says under the new health care law the patient-doctor relationship will be eliminated.	health-care	joseph-kyrillos	State Senator	New Jersey	republican	a campaign e-mail
__pants-fire__1 , 	Chris Coons has Marxist beliefs.	candidates-biography,economy	christine-odonnell	Candidate for U.S. Senate	Delaware	republican	a debate
__pants-fire__1 , 	Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.	campaign-finance,energy,oil-spill,pundits	ed-schultz	MSNBC television host		none	a broadcast of the Ed Show
__pants-fire__1 , 	Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.	education,health-care	donna-garner	education activist	Texas	republican	a newsletter
